stable_id	sample_id	callset_id	read_1_fullpath	read_2_fullpath	num_files_in_group	num_unique_sample_ids	all_sample_ids	all_callset_ids	size_mismatch_flag	read_1_dir	read_2_dir	read_1_size	read_2_size	query_include	note	origin	taxon	site	UIN (if applicable)	latitude	longitude	admin1_name	collection_year_recorded	collection_year_inferred	admin1_iso	country	country_iso	collection_method	notes	feeding_preference	exo_endo	biting_time	population
far_TSI_354747_6	['far_TSI_354747_6']	['far_TSI_354747_6']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_354747_6_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_354747_6_2.fq.gz	1	1	far_TSI_354747_6	far_TSI_354747_6	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1684579637	1656177095	1			farauti_ss	TI354747		-10.172	142.21	Queensland	1991	1991	AU-QLD	Australia	AU						TSI
far_TSI_354747_7	['far_TSI_354747_7']	['far_TSI_354747_7']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_354747_7_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_354747_7_2.fq.gz	1	1	far_TSI_354747_7	far_TSI_354747_7	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1501614488	1482522815	1			farauti_ss	TI354747		-10.172	142.21	Queensland	1991	1991	AU-QLD	Australia	AU						TSI
far_TSI_354747-2	['TI354747-2']	['far_TSI_354747-2']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI354747-2_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI354747-2_2.fastq.gz	1	1	TI354747-2	far_TSI_354747-2	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	1664491699	1764085007	1			farauti_ss	TI354747		-10.172	142.21	Queensland	1991	1991	AU-QLD	Australia	AU						TSI
far_TSI_TI354747_12	['far_TSI_TI354747_12']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_TI354747_12_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_TI354747_12_2.fq.gz	1	1	far_TSI_TI354747_12		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1865123558	1845657991	1			farauti_ss	TI354747		-10.172	142.21	Queensland	1991	1991	AU-QLD	Australia	AU						TSI
far_TSI_TI354747_9	['far_TSI_TI354747_9']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_TI354747_9_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_TI354747_9_2.fq.gz	1	1	far_TSI_TI354747_9		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	2564475478	2641297284	1			farauti_ss	TI354747		-10.172	142.21	Queensland	1991	1991	AU-QLD	Australia	AU						TSI
TI354747_14	['TI354747_14']	[None]	/QRISdata/Q6151/1_RawData/2023/X201SC23115081-Z01-F002_2/01.RawData/proceed/TI354747_14/TI354747_14_FKDN230534272-1A_22CNGKLT3_L5_1.fq.gz	/QRISdata/Q6151/1_RawData/2023/X201SC23115081-Z01-F002_2/01.RawData/proceed/TI354747_14/TI354747_14_FKDN230534272-1A_22CNGKLT3_L5_2.fq.gz	1	1	TI354747_14		FALSE	/QRISdata/Q6151/1_RawData/2023/X201SC23115081-Z01-F002_2/01.RawData/proceed/TI354747_14	/QRISdata/Q6151/1_RawData/2023/X201SC23115081-Z01-F002_2/01.RawData/proceed/TI354747_14	1275974960	1269284956	1				TI354747		-10.172	142.21		1991	1991		Australia							
far_TSI_324-2	['TI324-2']	['far_TSI_324-2']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI324-2_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI324-2_2.fastq.gz	1	1	TI324-2	far_TSI_324-2	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	1996871759	2161629584	1			farauti_ss	TI324		-10.168	142.2	Queensland	1991	1991	AU-QLD	Australia	AU	Adult (Lt)					TSI
far_TSI_9-2	['TI9-2']	['far_TSI_9-2']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI9-2_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI9-2_2.fastq.gz	1	1	TI9-2	far_TSI_9-2	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2002535899	2149373479	1			farauti_ss	TI324		-10.168	142.2	Queensland	1991	1991	AU-QLD	Australia	AU	Adult (Lt)	Moa Is				TSI
far_TSI_9-6	['TI9-6']	['far_TSI_9-6']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI9-6_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI9-6_2.fastq.gz	1	1	TI9-6	far_TSI_9-6	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2178246371	2365948931	1			farauti_ss	TI324		-10.168	142.2	Queensland	1991	1991	AU-QLD	Australia	AU	Adult (Lt)	Moa Is				TSI
far_TSI_SB_10	['far_TSI_SB_10']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_SB_10_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/far_TSI_SB_10_2.fq.gz	1	1	far_TSI_SB_10		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1729523747	1767100340	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU						TSI
far_TSI_SB_14	['far_TSI_SB_14']	['far_TSI_SB_14']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_14_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_14_2.fq.gz	1	1	far_TSI_SB_14	far_TSI_SB_14	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1551274649	1548530583	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_15	['far_TSI_SB_15']	['far_TSI_SB_15']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_15_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_15_2.fq.gz	1	1	far_TSI_SB_15	far_TSI_SB_15	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1637301295	1649370619	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_16	['far_TSI_SB_16']	['far_TSI_SB_16']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_16_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_16_2.fq.gz	1	1	far_TSI_SB_16	far_TSI_SB_16	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1652337150	1651512551	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_18	['far_TSI_SB_18']	['far_TSI_SB_18']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_18_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_18_2.fq.gz	1	1	far_TSI_SB_18	far_TSI_SB_18	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1717997560	1732492808	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_19	['far_TSI_SB_19']	['far_TSI_SB_19']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_19_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_19_2.fq.gz	1	1	far_TSI_SB_19	far_TSI_SB_19	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1752490248	1760423792	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_2	['far_TSI_SB_2']	['far_TSI_SB_2']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_2_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_2_2.fq.gz	1	1	far_TSI_SB_2	far_TSI_SB_2	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1937403144	1950240852	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_21	['far_TSI_SB_21']	['far_TSI_SB_21']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_21_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_21_2.fq.gz	1	1	far_TSI_SB_21	far_TSI_SB_21	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	2168881162	2170054973	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_28	['far_TSI_SB_28']	['far_TSI_SB_28']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_28_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_28_2.fq.gz	1	1	far_TSI_SB_28	far_TSI_SB_28	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	2193776587	2204743836	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_3	['far_TSI_SB_3']	['far_TSI_SB_3']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_3_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_3_2.fq.gz	1	1	far_TSI_SB_3	far_TSI_SB_3	TRUE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1905461729	1937101070	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_30	['far_TSI_SB_30']	['far_TSI_SB_30']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_30_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_30_2.fq.gz	1	1	far_TSI_SB_30	far_TSI_SB_30	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1692545149	1702376523	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB_6	['far_TSI_SB_6']	['far_TSI_SB_6']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_6_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB_6_2.fq.gz	1	1	far_TSI_SB_6	far_TSI_SB_6	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1585440210	1603765866	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB20	['far_TSI_SB20']	['far_TSI_SB20']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB20_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB20_2.fq.gz	1	1	far_TSI_SB20	far_TSI_SB20	TRUE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1534143591	1544253405	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB22	['far_TSI_SB22']	['far_TSI_SB22']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB22_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB22_2.fq.gz	1	1	far_TSI_SB22	far_TSI_SB22	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1474964312	1496180229	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_SB25	['far_TSI_SB25']	['far_TSI_SB25']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB25_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/far_TSI_SB25_2.fq.gz	1	1	far_TSI_SB25	far_TSI_SB25	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1961252071	1985790430	1			farauti_ss	Saibai		-9.38	142.622	Queensland	2012	2012	AU-QLD	Australia	AU		Siabia Island				TSI
far_TSI_413-1	['TI413-1']	['far_TSI_413-1']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI413-1_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI413-1_2.fastq.gz	1	1	TI413-1	far_TSI_413-1	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2322459582	2501994248	1			farauti_ss	TI413		-9.267	142.283	Queensland	1990	1990	AU-QLD	Australia	AU	Adult (Lt)	Boigue Island		but in notes site 413 is in NT?		TSI
far_TSI_413-2	['TI413-2']	['far_TSI_413-2']	/QRISdata/Q3833/Raw_data/RAW/farauti/TI413-2_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/TI413-2_2.fastq.gz	1	1	TI413-2	far_TSI_413-2	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2049993964	2215513937	1			farauti_ss	TI413		-9.267	142.283	Queensland	1990	1990	AU-QLD	Australia	AU	Adult (Lt)	Boigue Island		but in notes site 413 is in NT?		TSI
far_NT163-2	['NT163-2']	['far_NT163-2']	/QRISdata/Q3833/Raw_data/RAW/farauti/NT163-2_1.fastq.gz	/QRISdata/Q3833/Raw_data/RAW/farauti/NT163-2_2.fastq.gz	1	1	NT163-2	far_NT163-2	FALSE	/QRISdata/Q3833/Raw_data/RAW/farauti	/QRISdata/Q3833/Raw_data/RAW/farauti	2027222591	2188369599	1			farauti_ss	NT163		130.073	-11.684	Northern Territory	1990	1990	AU-NT	Australia	AU		Don't knw geolocs?				NT
ore_IJ_2_6	['ore_IJ_2_6']	['ore_IJ_2_6']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ_2_6_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ_2_6_2.fq.gz	1	1	ore_IJ_2_6	ore_IJ_2_6	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1753299209	1747367424	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_10_1	['ore_IJ98_10_1']	['ore_IJ98_10_1']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_10_1_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_10_1_2.fq.gz	1	1	ore_IJ98_10_1	ore_IJ98_10_1	TRUE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1431811939	1431538308	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_12_1	['ore_IJ98_12_1']	['ore_IJ98_12_1']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_1_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_1_2.fq.gz	1	1	ore_IJ98_12_1	ore_IJ98_12_1	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1807436481	1826709344	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_12_3	['ore_IJ98_12_3']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/ore_IJ98_12_3_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/ore_IJ98_12_3_2.fq.gz	1	1	ore_IJ98_12_3		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1605142647	1563888863	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_12_4	['ore_IJ98_12_4']	['ore_IJ98_12_4']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_4_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_4_2.fq.gz	1	1	ore_IJ98_12_4	ore_IJ98_12_4	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1949962168	1955799269	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_12_5	['ore_IJ98_12_5']	['ore_IJ98_12_5']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_5_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_12_5_2.fq.gz	1	1	ore_IJ98_12_5	ore_IJ98_12_5	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1459480795	1475359467	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_12_6	"['IJ98_12_6', 'ore_IJ98_12_6']"	['ore_IJ98_12_6']	/QRISdata/Q6151/1_RawData/IJ98_12_6_1.fq.gz	/QRISdata/Q6151/1_RawData/IJ98_12_6_2.fq.gz	2	2	"IJ98_12_6, ore_IJ98_12_6"	ore_IJ98_12_6	FALSE	/QRISdata/Q6151/1_RawData	/QRISdata/Q6151/1_RawData	1583752877	1584822176	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_2_1	['ore_IJ98_2_1']	['ore_IJ98_2_1']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_1_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_1_2.fq.gz	1	1	ore_IJ98_2_1	ore_IJ98_2_1	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1637558480	1627611555	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_2_2	['ore_IJ98_2_2']	[None]	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/ore_IJ98_2_2_1.fq.gz	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete/ore_IJ98_2_2_2.fq.gz	1	1	ore_IJ98_2_2		TRUE	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	/QRISdata/Q6151/2_fastqc/2_top_up_feb24/Complete	1511092490	1519186862	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_2_3	['ore_IJ98_2_3']	['ore_IJ98_2_3']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_3_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_3_2.fq.gz	1	1	ore_IJ98_2_3	ore_IJ98_2_3	TRUE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	1487647469	1475440429	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
ore_IJ98_2_4	['ore_IJ98_2_4']	['ore_IJ98_2_4']	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_4_1.fq.gz	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata/ore_IJ98_2_4_2.fq.gz	1	1	ore_IJ98_2_4	ore_IJ98_2_4	FALSE	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	/QRISdata/Q6151/2_fastqc/1_fastq_run1_Jan24_rawdata	2215607078	2192972593	1			oreios	Wamena		-4.091	138.947	Papua Pegunungan	1998	1998	ID-PE	Indonesia	ID		"see Bangs and Subianto, 1999"				
far_sPP_CP98_100_11	"['CP98-100-11', 'CP98_100_11']"	"[None, 'far_sPP_CP98_100_11']"	/QRISdata/Q3833/Raw_data/RAW/CP98-100-11_1.fq.gz	/QRISdata/Q3833/Raw_data/RAW/CP98-100-11_2.fq.gz	2	2	"CP98-100-11, CP98_100_11"	"None, far_sPP_CP98_100_11"	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1328018278	1401815041	1			farauti_ss	1717		-10.383	150.322	Milen Be	1998	1998	PG-MBA	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP98_100_11	"['CP98-100-11', 'CP98_100_11']"	"[None, 'far_sPP_CP98_100_11']"	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_11/CP98_100_11_FDSW210084814-1r_HVT5FDSXY_L2_1.fq.gz	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_11/CP98_100_11_FDSW210084814-1r_HVT5FDSXY_L2_2.fq.gz	2	2	"CP98-100-11, CP98_100_11"	"None, far_sPP_CP98_100_11"	FALSE	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_11	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_11	1328018278	1401815041	1			farauti_ss	1717		-10.383	150.322	Milen Be	1998	1998	PG-MBA	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP98_100_18	"['CP98-100-18', 'CP98_100_18']"	"[None, 'far_sPP_CP98_100_18']"	/QRISdata/Q3833/Raw_data/RAW/CP98-100-18_1.fq.gz	/QRISdata/Q3833/Raw_data/RAW/CP98-100-18_2.fq.gz	2	2	"CP98-100-18, CP98_100_18"	"None, far_sPP_CP98_100_18"	FALSE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1304424816	1355318184	1			farauti_ss	1717		-10.383	150.322	Milen Be	1998	1998	PG-MBA	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP98_100_18	"['CP98-100-18', 'CP98_100_18']"	"[None, 'far_sPP_CP98_100_18']"	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_18/CP98_100_18_FDSW210084813-1r_HVLGCDSXY_L4_1.fq.gz	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_18/CP98_100_18_FDSW210084813-1r_HVLGCDSXY_L4_2.fq.gz	2	2	"CP98-100-18, CP98_100_18"	"None, far_sPP_CP98_100_18"	FALSE	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_18	/QRISdata/Q3833/Raw_data/X201SC21030373-Z01-F001/raw_data/CP98_100_18	1304424816	1355318184	1			farauti_ss	1717		-10.383	150.322	Milen Be	1998	1998	PG-MBA	Papua New Guinea	PG	Adult (Lt)					sPP
far_sPP_CP98_100_25	['CP98-100-25']	[None]	/QRISdata/Q3833/Raw_data/RAW/CP98-100-25_1.fq.gz	/QRISdata/Q3833/Raw_data/RAW/CP98-100-25_2.fq.gz	1	1	CP98-100-25		TRUE	/QRISdata/Q3833/Raw_data/RAW	/QRISdata/Q3833/Raw_data/RAW	1455295625	1541857055	1			farauti_ss	1717		-10.383	150.322	Milen Be	1998	1998	PG-MBA	Papua New Guinea	PG	Adult (Lt)					sPP
